Name,Address,City,Zipcode,Average Review Score,Total Review Count,Latitude,Longitude
STAY BY LATINEM Luxury 2BR Holiday Home CV B2513 near Burj Khalifa,"Dubai, ARE",Dubai,None,9,92,25.179373,55.30534
Luxury 2 Bedroom Suite with Full Burj Khalifa View,"Dubai, ARE",Dubai,None,9.6,23,25.191321,55.27241
Travel Hub Premium,"Dubai, ARE",Dubai,None,8.9,207,25.081916,55.140381
FIRST CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.1,62,25.198455,55.271572
Luxury Casa - Royal Sea View Apartment JBR Beach 2BR,"Dubai, ARE",Dubai,None,9,89,25.077313,55.133845
Crowne Plaza Dubai Festival City,"Dubai, ARE",Dubai,None,8.8,4865,25.223947,55.34933
Contemporary and Spacious 2 BR in Bluewaters Island,"Dubai, ARE",Dubai,None,9.2,47,25.079678,55.121766
Shams JBR Hostel,"Dubai, ARE",Dubai,None,9.3,36,25.07308,55.130853
Mövenpick Hotel Jumeirah Beach,"Dubai, ARE",Dubai,None,8.9,228,25.080366,55.136749
Burj view partial Al manzil 1BR heart & Soul old town Downtown Beside Dubai mall Burj Khalifa Golden Homes,"Dubai, ARE",Dubai,None,9.5,25,25.191159,55.277921
Address Downtown,"Dubai, ARE",Dubai,None,8.8,1859,25.193969,55.279177
Luxury JBR Shams - Sea or Marina View - Free 5 star Beach Resorts Access!,"Dubai, ARE",Dubai,None,8.8,976,25.073059,55.130749
"Citadines Culture Village Dubai, Waterfront Jadaf","Dubai, ARE",Dubai,None,8.8,2695,25.229274,55.336876
Elite Royal Apartment - Full Burj Khalifa & Fountain View - Emperor,"Dubai, ARE",Dubai,None,9.1,59,25.194373,55.272477
Robin Beach Hostel JBR,"Dubai, ARE",Dubai,None,8.9,154,25.076944,55.134135
FULL Burj Khalifa view LUX 2Bedroom with Rooftop Pool Central location in Paramount Hotel Midtown,"Dubai, ARE",Dubai,None,9.5,25,25.193438,55.265437
Sonder at JBR The Walk,"Dubai, ARE",Dubai,None,8.8,2736,25.079951,55.135838
Royal Continental Suites Business Bay - Deluxe Apartments,"Dubai, ARE",Dubai,None,8.8,1346,25.183437,55.283559
Luxe Grand Hotel Apartments,"Sharjah, ARE",Sharjah,None,8.8,1591,25.305645,55.383288
Adagio Premium The Palm,"Dubai, ARE",Dubai,None,8.8,3035,25.108222,55.143097
Shangri-La Dubai,"Dubai, ARE",Dubai,None,8.8,3483,25.208038,55.272146
Waldorf Astoria Dubai Palm Jumeirah,"Dubai, ARE",Dubai,None,8.8,2117,25.134659,55.150418
Al Bandar Rotana – Dubai Creek,"Dubai, ARE",Dubai,None,8.8,3766,25.259249,55.319184
Carlton Dubai Creek Hotel,"Dubai, ARE",Dubai,None,8.8,2000,25.267439,55.306197
The First Collection Waterfront,"Dubai, ARE",Dubai,None,8.8,1252,25.182849,55.283125
Palazzo Versace Dubai,"Dubai, ARE",Dubai,None,8.8,3434,25.226992,55.341935
Luxury 2Bedroom Apartment Burj Khalifa view,"Dubai, ARE",Dubai,None,9.4,28,25.193519,55.265422
Amazing View I 1min Walk to Marina Mall I Close to Beach,"Dubai, ARE",Dubai,None,9.5,24,25.078496,55.140091
"Urban Heaven, Luxury Hostel - JBR - Walk To Beach, Metro Station","Dubai, ARE",Dubai,None,9.9,16,25.080613,55.139025
Magnificent Lux 2 BR with Incredible Skyline View,"Dubai, ARE",Dubai,None,9.5,24,25.193305,55.269627
Happy ACADEMIA JBR,"Dubai, ARE",Dubai,None,8.9,139,25.076631,55.133938
BURJ ROYALE - Luxury 2 bedroom apartment with full burj Khalifa & fountain view- DELUXE,"Dubai, ARE",Dubai,None,9.4,29,25.191683,55.280176
Palm Tower Palm Jumeirah Dubai,"Dubai, ARE",Dubai,None,9.1,54,25.113782,55.139844
"Burj Vista, Downtown Dubai - Burj Khalifa View - Mint Stay","Dubai, ARE",Dubai,None,9.2,40,25.198949,55.27139
Durrani Homes - Luxe Living with Burj Khalifa and Fountain View - third room without partition,"Dubai, ARE",Dubai,None,9.1,54,25.192866,55.27323
Serenity 3BR Palm view in Marina,"Dubai, ARE",Dubai,None,9.1,52,25.08878,55.146895
Majestay - Luxury Living,"Dubai, ARE",Dubai,None,9.1,56,25.193635,55.27145
Durrani Homes - Heaven on Earth,"Dubai, ARE",Dubai,None,9,75,25.195076,55.276422
"Holiday Inn & Suites - Dubai Science Park, an IHG Hotel","Dubai, ARE",Dubai,None,8.8,458,25.07576,55.248756
FIRST CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.5,24,25.198782,55.271759
STAY BY LATINEM Luxury 2 BR Holiday Home CV B2508 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.1,54,25.179317,55.305225
FIRST CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.7,19,25.198715,55.271742
FIRST CLASS 3BR with full BURJ KHALIFA VIEW,"Dubai, ARE",Dubai,None,9.1,55,25.192688,55.273561
First Class Apartments in Seven Palm with direct Access to the West Palm Beach and Nakheel Mall,"Dubai, ARE",Dubai,None,9.9,15,25.112037,55.138658
"Most beautiful 3 BR apt in BLUEWATERS ISLAND, DUBAI","Dubai, ARE",Dubai,None,9.4,27,25.079596,55.121798
Al Fattan I Sea View I Luxury JBR I Free 5 Star Beach Resorts Access!,"Dubai, ARE",Dubai,None,9,63,25.079658,55.136113
"1 Bed Apartment with Sea View, Pool, Gym & Free Parking in Dubai Marina","Dubai, ARE",Dubai,None,9.8,17,25.090622,55.14864
AR Holiday Home JBR 2,"Dubai, ARE",Dubai,None,8.8,237,25.075831,55.132549
Marvelous private beach apartment in Palm Dubai within Anantara 5 star resort,"Dubai, ARE",Dubai,None,9.7,18,25.127628,55.153942
Elite Royal Apartment - Full Burj Khalifa & fountain view - Pearl,"Dubai, ARE",Dubai,None,8.9,95,25.193578,55.273001
STAY Sensational 3BR Holiday Home near BurjKhalifa,"Dubai, ARE",Dubai,None,9.6,21,25.178447,55.30862
Athesa Apartments Downtown Dubai Business Bay,"Dubai, ARE",Dubai,None,9.4,27,25.187812,55.283334
Magnificent Brand New Lux 3BR Burj & Fountain View,"Dubai, ARE",Dubai,None,9.2,37,25.193164,55.281462
FIRST CLASS 2BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.2,38,25.192193,55.273111
Luxury Casa - Indigo Sea View Apartment JBR Beach 2BR,"Dubai, ARE",Dubai,None,9.1,50,25.08276,55.139849
Green Sky Hostel,"Dubai, ARE",Dubai,None,8.8,202,25.089879,55.148232
STAY BY LATINEM Luxury 2BR Holiday Home CV B1614 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.4,26,25.179435,55.305227
Palace Dubai Creek Harbour,"Dubai, ARE",Dubai,None,9.3,31,25.204186,55.347427
Ultra Luxury Palm Tower with Shared 5 Star Hotel Facilities,"Dubai, ARE",Dubai,None,8.8,267,25.113785,55.139957
STAY BY LATINEM Luxury 2BR Holiday Home CV B609 Near Burj Khalifa,"Dubai, ARE",Dubai,None,9.2,40,25.177235,55.310074
First Central Hotel Suites,"Dubai, ARE",Dubai,None,8.7,7244,25.097215,55.174096
Studio in the heart of Sports City -great view & amenities!,"Dubai, ARE",Dubai,None,9.5,22,25.040126,55.219985
Elite Royal Apartment - Full Burj Khalifa & Fountain View - 2 bedrooms and 1 open bedroom without partition,"Dubai, ARE",Dubai,None,8.9,92,25.192808,55.274442
Sonder Downtown Towers,"Dubai, ARE",Dubai,None,8.7,4471,25.207462,55.268563
7 Palm Jumeirah,"Dubai, ARE",Dubai,None,9.3,30,25.11206,55.138072
Marina Homes,"Dubai, ARE",Dubai,None,8.8,188,25.073293,55.131845
Veer Apartments - 82nd Floor Princess Tower - Palm View,"Dubai, ARE",Dubai,None,9.3,30,25.088889,55.146927
STAY BY LATINEM Luxury 2BR Holiday Home CV A2509 near Burj Khalifa,"Dubai, ARE",Dubai,None,9,59,25.179423,55.305233
"Holiday Inn & Suites - Dubai Festival City Mall, an IHG Hotel","Dubai, ARE",Dubai,None,8.7,4829,25.222489,55.359253
"Business Bay Apt with Rooftop Pool, Fast WiFi, and near Burj Khalifa","Dubai, ARE",Dubai,None,9.2,36,25.191421,55.266105
Spectacular 3 BR condo with maids room facing the Dubai Eye,"Dubai, ARE",Dubai,None,9.1,45,25.07961,55.121842
a chilled place,"Dubai, ARE",Dubai,None,9.2,36,24.949126,55.231821
bnbmehomes - Look over the Palm and Sea from Every Room - 504,"Dubai, ARE",Dubai,None,9.5,22,25.11594,55.140737
Vida Emirates Hills Residences,"Dubai, ARE",Dubai,None,8.8,182,25.07842,55.158167
96 Hostel Dubai,"Dubai, ARE",Dubai,None,8.8,183,25.076944,55.134135
Liv Residence,"Dubai, ARE",Dubai,None,9.1,45,25.08132,55.140846
Grand Hyatt Dubai,"Dubai, ARE",Dubai,None,8.7,6401,25.228161,55.327996
"Studio with private beach access at Seven Palm Residence, Palm Jumeirah","Dubai, ARE",Dubai,None,9.4,25,25.110022,55.138961
Marina Hotel Apartments,"Dubai, ARE",Dubai,None,8.7,1980,25.081715,55.146003
Citadines Metro Central Hotel Apartments,"Dubai, ARE",Dubai,None,8.7,2875,25.099037,55.173506
One&Only One Za'abeel,"Dubai, ARE",Dubai,None,8.9,84,25.227942,55.290397
DoubleTree by Hilton Sharjah Waterfront Hotel And Residences,"Sharjah, ARE",Sharjah,None,8.7,2495,25.32635,55.391295
Paramount Hotel Midtown,"Dubai, ARE",Dubai,None,8.7,3971,25.194006,55.265795
STAY BY LATINEM Luxury 1BR Holiday Home CV A207 near burj khalifa,"Dubai, ARE",Dubai,None,9.3,29,25.179324,55.305682
"InterContinental Dubai Festival City, an IHG Hotel","Dubai, ARE",Dubai,None,8.7,2862,25.223473,55.35001
Luxury Apt - Rooftop Pool - City View,"Dubai, ARE",Dubai,None,9.8,16,25.076722,55.145642
Jumeirah Beach Hotel Dubai,"Dubai, ARE",Dubai,None,8.7,3371,25.141201,55.191026
JA The Resort - JA Palm Tree Court,"Dubai, ARE",Dubai,None,8.7,1844,24.987412,55.022074
Jumeirah Creekside Dubai,"Dubai, ARE",Dubai,None,8.7,4034,25.242551,55.340195
Conrad Dubai,"Dubai, ARE",Dubai,None,8.7,2137,25.225711,55.284128
STAY BY LATINEM Luxury Studio Holiday Home G2-2507 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.1,43,25.176106,55.309607
Grand Millennium Business Bay,"Dubai, ARE",Dubai,None,8.7,2209,25.182841,55.274458
Great apartment in Jumeirah Beach Residence,"Dubai, ARE",Dubai,None,9.3,29,25.078035,55.134972
Art-inspired apartment amidst Downtown Dubai,"Dubai, ARE",Dubai,None,9.9,14,25.187067,55.275829
5 bedroom Villa - Dubai Hills,"Dubai, ARE",Dubai,None,8.8,130,25.098364,55.253429
"Spectacular Burj Khalifa & Fountain View 2 Bedroom Apartment, 29 Boulevard Tower","Dubai, ARE",Dubai,None,8.9,76,25.192156,55.272893
"Jumeirah Living World Trade Centre Residence, Suites and Hotel Apartments","Dubai, ARE",Dubai,None,8.7,1345,25.227378,55.289775
"Royal Club By RVHR, Grandeur Residence Crescent Palm Jumeirah","Dubai, ARE",Dubai,None,8.9,74,25.098975,55.130057
Cozy 2BR Delux Apartment in Dubai Marina,"Dubai, ARE",Dubai,None,9.6,19,25.069792,55.13327
EDEN'S Homes & Villas - BLVD Heights,"Dubai, ARE",Dubai,None,8.9,82,25.192749,55.269777
Golden Sands Suites,"Dubai, ARE",Dubai,None,8.7,390,25.250547,55.297773
The Waves 241 Dubai Marina,"Dubai, ARE",Dubai,None,9.9,14,25.071359,55.133932
Full Marina View Luxury 2BR - Park Island Sanibel,"Dubai, ARE",Dubai,None,9.2,34,25.081736,55.141334
FIRST CLASS 2BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.3,27,25.19301,55.273329
Amazing apartment next to Dubai Mall 160BR-2,"Dubai, ARE",Dubai,None,10,13,25.191736,55.28022
Al Bandar Arjaan by Rotana – Dubai Creek,"Dubai, ARE",Dubai,None,8.7,818,25.259421,55.319553
Durrani Homes - Designer 2BR Apt with stunning Burj khalifa and Fountain View,"Dubai, ARE",Dubai,None,8.8,141,25.192236,55.272572
STAY BY LATINEM Luxury 1BR Holiday Home OPA 802 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.3,28,25.178447,55.30862
Andaz Residence by Hyatt - Palm Jumeirah,"Dubai, ARE",Dubai,None,8.7,652,25.115243,55.14026
Expo Stay,"Dubai, ARE",Dubai,None,8.7,444,25.038024,55.14742
Oaks Liwa Heights Hotel Suites,"Dubai, ARE",Dubai,None,8.7,308,25.077223,55.150455
THE CLOSEST building to Burj Khalifa with Fountain View in Address Opera Residence,"Dubai, ARE",Dubai,None,9.8,15,25.197668,55.271212
Villa 29 Suite A - Home Vacation,"Dubai, ARE",Dubai,None,9.6,18,25.145811,55.213675
"High-End Chic Apartment, Close to Burj Khalifa","Dubai, ARE",Dubai,None,9.4,23,25.192817,55.270458
Super Elegant studio apartment-Sparkle tower By SWEET HOMES,"Dubai, ARE",Dubai,None,9,48,25.071531,55.132098
Boutique Living - Burj Views - Renovated,"Dubai, ARE",Dubai,None,8.9,69,25.190368,55.281136
JCB Dubai Marina Apartment,"Dubai, ARE",Dubai,None,9.1,38,25.078066,55.136406
FAM Living - City Walk - Urban Staycations,"Dubai, ARE",Dubai,None,8.7,271,25.203497,55.263432
Exquisite 1 BDR apt in the heart of Dubai Marina- Studio One Tower,"Dubai, ARE",Dubai,None,9.9,14,25.06892,55.129013
Luxury JBR · 2BR · 5* Beach Resorts Access!,"Dubai, ARE",Dubai,None,9.2,31,25.076791,55.133538
White Sage - Amna Tower,"Dubai, ARE",Dubai,None,9.4,23,25.182336,55.255697
FIRST CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.6,18,25.19391,55.271221
FAM Living - RP Heights - 3 Mins Walk to Burj Khalifa & Dubai Mall Downtown Dubai,"Dubai, ARE",Dubai,None,8.7,339,25.194694,55.284407
EDEN'S Homes & Villas - Address Opera District Residences,"Dubai, ARE",Dubai,None,9.6,18,25.19771,55.271205
White Sage - Incredible Full Sea and Dubai Eye View in Marina,"Dubai, ARE",Dubai,None,9.2,31,25.090523,55.14872
Downtown Luxury - Stunning Burj Khalifa & Sea View - 5 Minutes Walk to Dubai Mall,"Dubai, ARE",Dubai,None,9.6,18,25.193717,55.27126
SmartStay at Downtown Views - Best Burj Khalifa View - Brand New Luxury Apartments,"Dubai, ARE",Dubai,None,9.8,15,25.201632,55.281088
bnbmehomes - Lux 2B Apt - Dubai Canal Water View - 4406,"Dubai, ARE",Dubai,None,9.5,20,25.183345,55.25623
Elite Studio at Dubai Marina,"Dubai, ARE",Dubai,None,9.3,26,25.068789,55.134228
STAY BY LATINEM Luxury 2BR Holiday Home CV B2302 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.4,22,25.179338,55.305353
Posh 2 BR Oceanfront Apt in the Heart of Bluewaters Island,"Dubai, ARE",Dubai,None,9.3,25,25.079649,55.121788
"Luxe 1BD, boutique apt full lakeview 1m to Metro, Lake & Almas Tower By ""La Buena Vida Holiday Homes""","Dubai, ARE",Dubai,None,9.3,25,25.07018,55.140259
Beautiful apartment with Burj Khalifa view,"Dubai, ARE",Dubai,None,9.7,16,25.184019,55.275891
Luxury Hotel Apartment With A Canal View,"Dubai, ARE",Dubai,None,8.9,63,25.184924,55.276903
WORLD CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.7,16,25.192341,55.274843
Magnificent 3 BR Luxury Apartment with Burj Khalifa View,"Dubai, ARE",Dubai,None,9.1,37,25.198763,55.271326
Premium 2+1 BR condo in the heart of Bluewaters Island,"Dubai, ARE",Dubai,None,9.2,30,25.079914,55.121779
"Urban Heaven, Premium Hostel - JBR - Walk To Beach, Metro Station","Dubai, ARE",Dubai,None,9.3,25,25.076679,55.133876
"Exquisite, luxe 1BD Apartment, Unparalleled Sea Views, Prime Dubai Marina Location & Full Kitchen by ""La Buena Vida Holiday Homes","Dubai, ARE",Dubai,None,9.2,30,25.090715,55.148664
STAY BY LATINEM Luxury 1BR Holiday Home CV A2605 near to Burj Khalifa,"Dubai, ARE",Dubai,None,9.1,36,25.179359,55.305694
Anantara Hotel Apartment Palm Jumeirah connected Anantara Hotel,"Dubai, ARE",Dubai,None,9.3,25,25.131325,55.152996
Pure Sand - Luxury Hostel JBR Dubai,"Dubai, ARE",Dubai,None,9.2,30,25.07724,55.135419
Delightful 2BR apartment at Reva Residences,"Dubai, ARE",Dubai,None,9.2,30,25.187278,55.282828
Elite Royal Apartment - Full Burj Khalifa & Fountain View - Majesty,"Dubai, ARE",Dubai,None,9.2,29,25.192856,55.273843
Ramada Downtown Dubai,"Dubai, ARE",Dubai,None,8.6,9179,25.192823,55.272469
Pearl Marina Hotel Apartments,"Dubai, ARE",Dubai,None,8.6,3278,25.069495,55.128921
Mercure Dubai Barsha Heights Hotel Suites And Apartments,"Dubai, ARE",Dubai,None,8.6,8062,25.100892,55.1729
"FORM Hotel Jadaf, Dubai, a Member of Design Hotels","Dubai, ARE",Dubai,None,8.6,3582,25.222857,55.334426
Royal Central Hotel and Resort The Palm,"Dubai, ARE",Dubai,None,8.6,8526,25.126015,55.152474
Le Méridien Dubai Hotel & Conference Centre,"Dubai, ARE",Dubai,None,8.6,6196,25.249267,55.348311
"Habtoor Grand Resort, Autograph Collection","Dubai, ARE",Dubai,None,8.6,4151,25.085553,55.141502
Media One Hotel,"Dubai, ARE",Dubai,None,8.6,3529,25.089826,55.152156
JW Marriott Marquis Hotel Dubai,"Dubai, ARE",Dubai,None,8.6,3356,25.185573,55.258108
Revier Hotel - Dubai,"Dubai, ARE",Dubai,None,8.6,4228,25.179206,55.271383
"Radisson Blu Hotel, Dubai Canal View","Dubai, ARE",Dubai,None,8.6,6882,25.191183,55.290386
Sofitel Dubai The Palm Resort & Spa,"Dubai, ARE",Dubai,None,8.6,3923,25.140424,55.132023
"Royal Club By RVHR, Noora Tower, Al Habtoor City, Business Bay","Dubai, ARE",Dubai,None,8.8,87,25.184179,55.254316
Sonder Business Bay,"Dubai, ARE",Dubai,None,8.6,4686,25.188475,55.270235
"Leva Hotel and Suites, Opposite Downtown","Dubai, ARE",Dubai,None,8.6,8205,25.198437,55.264841
"Al Khoory Executive Hotel, Al Wasl","Dubai, ARE",Dubai,None,8.6,3736,25.231575,55.270593
"Suha Creek Hotel Apartment, Waterfront Jaddaf, Dubai","Dubai, ARE",Dubai,None,8.6,1607,25.228871,55.336366
Unlock J One Downtown Dubai,"Dubai, ARE",Dubai,None,8.6,1854,25.186094,55.283356
Luxury Bliss: 2BR w/Burj Khalifa & Fountain View,"Dubai, ARE",Dubai,None,9.5,19,25.192377,55.272584
Grand Heights Hotel Apartments,"Dubai, ARE",Dubai,None,8.6,2512,25.097798,55.178947
Alluring 1 BD Apartment in Business Bay with Burj Khalifa view,"Dubai, ARE",Dubai,None,9,42,25.187172,55.282824
W Dubai - The Palm,"Dubai, ARE",Dubai,None,8.6,2158,25.106338,55.11117
Wonderful apartment near The Beach Sadaf JBR,"Dubai, ARE",Dubai,None,9.5,19,25.080959,55.137399
Silkhaus Tower with Private Beach in Exclusive Location,"Dubai, ARE",Dubai,None,9.5,19,25.096968,55.140087
City Seasons Suites,"Dubai, ARE",Dubai,None,8.6,1952,25.254148,55.331976
Signature Burj Khalifa And Fountain View Residence,"Dubai, ARE",Dubai,None,9.1,34,25.192272,55.272571
Ultimate Stay / 4 Beds / Burj Khalifa View / Ultra Modern / Business Bay,"Dubai, ARE",Dubai,None,9.1,34,25.185137,55.275959
Hyatt Centric Jumeirah Dubai,"Dubai, ARE",Dubai,None,8.6,1387,25.234598,55.260486
Dubai Mall Highest Floor With Burj Khalifa View Residence - Formerly Address Dubai Mall,"Dubai, ARE",Dubai,None,8.9,55,25.199794,55.277334
"Arabian Park Dubai, an Edge by Rotana Hotel","Dubai, ARE",Dubai,None,8.6,2137,25.220535,55.327771
TIME Oak Hotel & Suites,"Dubai, ARE",Dubai,None,8.6,2423,25.096544,55.172696
"InterContinental Dubai Marina, an IHG Hotel","Dubai, ARE",Dubai,None,8.6,2009,25.078611,55.137779
Millennium Executive Apartments Mont Rose,"Dubai, ARE",Dubai,None,8.6,2792,25.069481,55.244971
Arabian Boutique Hotel,"Dubai, ARE",Dubai,None,9.7,15,25.266064,55.289937
"La Ville Hotel & Suites CITY WALK Dubai, Autograph Collection","Dubai, ARE",Dubai,None,8.6,933,25.208306,55.26065
Luxury Apartment Downtown Dubai Mall Burj Khalifa View free Netflix & Prime Video,"Dubai, ARE",Dubai,None,10,12,25.202266,55.280266
Nice studio with kitchen,"Dubai, ARE",Dubai,None,9.6,17,25.073806,55.131788
Vida Downtown Residences,"Dubai, ARE",Dubai,None,8.6,821,25.190482,55.273297
JA The Resort - JA Lake View Hotel,"Dubai, ARE",Dubai,None,8.6,1236,24.980577,55.0267
Dubai Mall Upgraded With Burj Khalifa View Residence - Formerly Address Dubai Mall,"Dubai, ARE",Dubai,None,9,39,25.199658,55.277441
STAY BY LATINEM Luxury 1BR Holiday Home CV A811 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.2,27,25.179335,55.305243
STAY BY LATINEM Luxury 2BR Holiday Home CVR B407 near Burj Khalifa,"Dubai, ARE",Dubai,None,9,41,25.179534,55.304071
Kasco Homes Waves Tower Business Bay,"Dubai, ARE",Dubai,None,8.6,947,25.183438,55.284148
Luxurious 3 Bedroom Apartment with Burj Khalifa & Fountain View by Luxstay Holiday Homes,"Dubai, ARE",Dubai,None,9.6,17,25.193657,55.271209
FIRST CLASS 2BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.2,28,25.198513,55.271557
Spacious beachfront 2 bedroom apartment - The 8,"Dubai, ARE",Dubai,None,9.2,28,25.117615,55.109975
Incredible Views From This Classy Apt With Terrace,"Dubai, ARE",Dubai,None,9.2,27,25.193193,55.269274
Charming spacious studio apartment in the heart of JBR By SWEET HOMES,"Dubai, ARE",Dubai,None,9.1,32,25.076625,55.134744
Ultra Luxury Downtown - Full Burj Khalifa View - 5 Min Walk To Dubai Mall!,"Dubai, ARE",Dubai,None,8.8,77,25.190587,55.27614
"Element Al Mina, Dubai Jumeirah","Dubai, ARE",Dubai,None,8.6,983,25.248998,55.284172
Mercure Dubai Deira,"Dubai, ARE",Dubai,None,8.6,299,25.276127,55.300039
"La Buena Vida Holiday Homes - Beach front very spacious, luxe and modern 3 bedroom with full kitchen in JBR , 3 min to the JBR beach Dubai Marina and Tram Station","Dubai, ARE",Dubai,None,8.9,48,25.072655,55.130214
Coral Boutique Villas,"Dubai, ARE",Dubai,None,8.7,103,25.112966,55.196721
bnbmehomes - Lux Duplex in DT with Spacious Backyard - 209,"Dubai, ARE",Dubai,None,9.4,20,25.192693,55.269717
Suitestay Address Dubai Mall Residence,"Dubai, ARE",Dubai,None,8.7,113,25.199819,55.277461
"Luxury 2BR for 6 with King Beds, Gym, Sauna in JVC","Dubai, ARE",Dubai,None,9.4,20,25.066607,55.202942
Luxury-Designer 1 BR Sea View,"Dubai, ARE",Dubai,None,9.4,20,25.085182,55.141888
Ultra Luxury Emaar Beachfront - Private Beach and Pool,"Dubai, ARE",Dubai,None,8.8,70,25.101112,55.142166
Viola Hotel Apartments,"Sharjah, ARE",Sharjah,None,8.6,408,25.308595,55.448681
Burj Dubai Area - 5min Walk - Luxury 2 Bedroom Apartment,"Dubai, ARE",Dubai,None,9.1,31,25.190212,55.277769
"Heaven Crest Holiday Homes Dubai Marina - 4 Bedroom Suite with Marina View near JBR Beach, Free Parking, Wi-Fi, Gym and Pool","Dubai, ARE",Dubai,None,9.3,23,25.07177,55.137255
Sky Hostel Dubai,"Dubai, ARE",Dubai,None,8.6,309,25.261138,55.304373
Lunar Hostel Plus,"Dubai, ARE",Dubai,None,8.6,317,25.07942,55.135495
STAY BY LATINEM Luxury 2BR Holiday Home CV B113 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.1,30,25.179435,55.305479
Durrani Homes - Supreme 5BR besides Dubai Mall With Burj Khalifa and Fountain view,"Dubai, ARE",Dubai,None,9.4,20,25.1927,55.274677
orange hostel,"Dubai, ARE",Dubai,None,8.6,276,25.272886,55.318783
Magnificent Stunning 2 BR Apartment with Burj Khalifa View,"Dubai, ARE",Dubai,None,9.2,26,25.198678,55.271193
STAY BY LATINEM Luxury 2BR Holiday Home W3303 near Burj Khalifa,"Dubai, ARE",Dubai,None,9.4,19,25.174829,55.309395
Sea View Beach Hostel - Walk to Beach - Metro Station - Pool,"Dubai, ARE",Dubai,None,9,36,25.077743,55.133691
FIRST CLASS 3BR with full BURJ KHALIFA and FOUNTAIN VIEW,"Dubai, ARE",Dubai,None,9.8,13,25.198703,55.271593
