data/name,data/address1,data/address2,data/address3,data/country,data/lat,data/lng,data/phoneNumber,data/faxNumber,data/information,data/type,data/externalLocationId,data/locationId
Al Sakhir Mobile Phone,Al Sakhir  Mobile  Phone,,,,25.34576333,55.40065667,,,,Reseller,11677,11677
Al Mandoos Mobile Phone Tr LLC,Al Mandoos Mobile Phone Tr LLC,,,,25.3464697,55.3996912,,,,Reseller,11678,11678
Al Riham Tr Co LLC,Al Riham Tr Co LLC,,,,25.354475,55.38751167,,,,Reseller,11679,11679
Al Souq Mobile Phone Tr L.L.C,Al Souq Mobile Phone Tr L.L.C,,,,25.35459667,55.38832333,,,,Reseller,11680,11680
Al Nasirah Computer And Mobile Phone Br-1,Al Nasirah Computer And Mobile Phone Br-1,,,,25.37033167,55.40100667,,,,Reseller,11681,11681
New Spring Elect. Devices Tr LLC,New Spring Elect. Devices Tr LLC,,,,25.366825,55.39835833,,,,Reseller,11682,11682
Index Garments And Perfumes,Index Garments And Perfumes,,,,25.35527833,55.386555,,,,Reseller,11683,11683
Mohammed Sohel Mobiles Phone Tr,Mohammed Sohel Mobiles Phone Tr,,,,25.36305667,55.38945333,,,,Reseller,11684,11684
Jamal Al Marri Mob Pho Tr LLC,Jamal Al Marri Mob Pho Tr LLC,,,,25.35623,55.386015,,,,Reseller,11685,11685
Dar Alwaqt Mobile Phones Tr,Dar Alwaqt Mobile Phones Tr,,,,25.3490897,55.3978553,,,,Reseller,11687,11687
Al Aidan Mobile Phone Tr.,Al Aidan Mobile Phone Tr.,,,,25.2859826,55.8832124,,,,Reseller,11688,11688
Al Heboub Mobile Phone Tr,Al Heboub Mobile Phone Tr,,,,25.288215,55.88164,,,,Reseller,11689,11689
Peshawar Mobies Phones Tr.,Peshawar Mobies Phones Tr.,,,,25.28824167,55.88131333,,,,Reseller,11690,11690
Al Heera Mobile Phone Trading,Al Heera Mobile Phone Trading,,,,25.30645333,55.46717667,,,,Reseller,11691,11691
Marah Mobile,Marah Mobile,,,,25.36501,55.399595,,,,Reseller,11692,11692
Al Yaseen Computers Spare Parts And Mobile Phones Tr,Al Yaseen Computers Spare Parts And Mobile Phones Tr,,,,25.364065,55.398445,,,,Reseller,11693,11693
Qamar Al Butinah Mobiles Phone,Qamar Al Butinah Mobiles Phone,,,,25.37114,55.405855,,,,Reseller,11694,11694
Riyad Electronics Exhb,Riyad Electronics Exhb,,,,25.25266,55.42345167,,,,Reseller,11695,11695
Yafa Electronicstr,Yafa Electronicstr,,,,25.35842667,55.38970167,,,,Reseller,11696,11696
Al Nimr Al Abyad Mobile Phones Trd,Al Nimr Al Abyad Mobile Phones Trd,,,,25.3598082,55.3907388,,,,Reseller,11698,11698
Al Ghuwair Mobile Phones And Elect Trd,Al Ghuwair Mobile Phones And Elect Trd,,,,25.35794333,55.39294833,,,,Reseller,11699,11699
Aser Alsuraa Mobiles Phone,Aser Alsuraa Mobiles Phone,,,,25.61661333,56.275615,,,,Reseller,11700,11700
Zahrat Al Narjis Electronics Devices Trd,Zahrat Al Narjis Electronics Devices Trd,,,,25.3168091,55.3845733,,,,Reseller,11701,11701
Rebou Al Jazeera Trd,Rebou Al Jazeera Trd,,,,25.31993333,55.38726833,,,,Reseller,11702,11702
Rebou Al Jazeera Tr,Rebou Al Jazeera Tr,,,,25.32160333,55.41716833,,,,Reseller,11703,11703
Al Nibras Al Abyadh Tr Est. Br1,Al Nibras Al Abyadh Tr Est. Br1,,,,25.319255,55.41417667,,,,Reseller,11704,11704
Smart One Electronics,Smart One Electronics,,,,25.31772333,55.41313,,,,Reseller,11705,11705
Khalid Abdullah Sulaiman Trdg,Khalid Abdullah Sulaiman Trdg,,,,25.29930167,55.41890167,,,,Reseller,11706,11706
Jars Al Madina Supermarket,Jars Al Madina Supermarket,,,,25.2969196,55.4186871,,,,Reseller,11707,11707
Al Naseeb Trading,Al Naseeb Trading,,,,25.29927333,55.42584333,,,,Reseller,11710,11710
Sanaa Al Khair Mobile Shop,Sanaa Al Khair Mobile Shop,,,,25.30136,55.42083333,,,,Reseller,11711,11711
Sama Al Qasimiah Mobile Phone Tr L.L.C,Sama Al Qasimiah Mobile Phone Tr L.L.C,,,,25.34768,55.43463,,,,Reseller,11712,11712
Al Fayez Mobile Phone Tr L.L.C,Al Fayez Mobile Phone Tr L.L.C,,,,25.36475833,55.39323667,,,,Reseller,11713,11713
Al Foqat Tr L.L.C,Al Foqat Tr L.L.C,,,,25.3667606,55.3940582,,,,Reseller,11714,11714
Computer Zone,Computer Zone,,,,25.35916833,55.39421333,,,,Reseller,11715,11715
Milano Mobile Phone Tr.,Milano Mobile Phone Tr.,,,,25.35005167,55.39551833,,,,Reseller,11716,11716
Tariq Bin Zayad Int. Printing And Office Suppliers,Tariq Bin Zayad Int. Printing And Office Suppliers,,,,25.34739167,55.39906667,,,,Reseller,11717,11717
Mobile Phone Electrionics L.L.C,Mobile Phone Electrionics L.L.C,,,,25.32548,55.37255833,,,,Reseller,11718,11718
Faisal Aftab Mobile Phones Co.L.L.C,Faisal Aftab Mobile Phones Co.L.L.C,,,,25.34820667,55.39898833,,,,Reseller,11719,11719
Majid Juma Mobiles Phone And Elect. Devices Tr,Majid Juma Mobiles Phone And Elect. Devices Tr,,,,25.34718333,55.39975167,,,,Reseller,11721,11721
Al Arkam Al Mumayzah,Al Arkam Al Mumayzah,,,,24.40705,54.50445167,,,,Reseller,11722,11722
Alqandeel Mobile Phone Tr,Alqandeel Mobile Phone Tr,,,,25.34667333,55.39799333,,,,Reseller,11723,11723
Muhannad Internet Services,Muhannad Internet Services,,,,25.30843833,55.37404667,,,,Reseller,11724,11724
Jas Studio,Jas Studio,,,,25.3018368,55.4140303,,,,Reseller,11725,11725
Al Musalla Mobile Phone And Computer Tr.,Al Musalla Mobile Phone And Computer Tr.,,,,25.35690833,55.39623833,,,,Reseller,11726,11726
Qemat Al Tamayoz Elect. Devices And Mobiles Phone,Qemat Al Tamayoz Elect. Devices And Mobiles Phone,,,,25.36028167,55.38940667,,,,Reseller,11727,11727
Al Rafiee Mobile Phone Tr,Al Rafiee Mobile Phone Tr,,,,25.36114667,55.38944833,,,,Reseller,11728,11728
Shams Al Nahar Mobiles Phon Tr LLC,Shams Al Nahar Mobiles Phon Tr LLC,,,,25.301525,55.441945,,,,Reseller,11729,11729
Al Etisal Computer Devices And Mob Pho Tr,Al Etisal Computer Devices And Mob Pho Tr,,,,25.287745,55.882555,,,,Reseller,11730,11730
Al Fanoos Al Akhdhar Comp And Mob Pho Tr,Al Fanoos Al Akhdhar Comp And Mob Pho Tr,,,,25.3469606,55.3913151,,,,Reseller,11732,11732
Al Hatif Al Thahabi Mobiles Phone Tr,Al Hatif Al Thahabi Mobiles Phone Tr,,,,25.07663,56.356385,,,,Reseller,11733,11733
Al Bedaya Rt,Al Bedaya Rt,,,,25.3612529,55.3956464,,,,Reseller,11734,11734
Al Wafi Mobile Phon Tr,Al Wafi Mobile Phon Tr,,,,24.917099,55.7717669,,,,Reseller,11735,11735
Power Flow Mobile Phone Tr,Power Flow Mobile Phone Tr,,,,25.29368167,55.4461,,,,Reseller,11736,11736
Hfza Talal Center Fzc,Hfza Talal Center Fzc,,,,25.444535,55.486015,,,,Reseller,11737,11737
Noaf Supermarket LLC,Noaf Supermarket LLC,,,,25.33702667,55.40914667,,,,Reseller,11738,11738
Tareeq Al Butinah Mobile Phones Tr,Tareeq Al Butinah Mobile Phones Tr,,,,25.37138333,55.40445,,,,Reseller,11739,11739
Dar Al Quwah Tr LLC,Dar Al Quwah Tr LLC,,,,25.33942,55.39019167,,,,Reseller,11740,11740
Bareeq Al Lulu Mob Phon And Elerns,Bareeq Al Lulu Mob Phon And Elerns,,,,25.28134833,55.87629,,,,Reseller,11741,11741
Al Safa Mobile Phone Tr Br-1,Al Safa Mobile Phone Tr  Br-1,,,,25.30285833,55.441605,,,,Reseller,11743,11743
Al Safa Mobile Phone Tr,Al Safa Mobile Phone Tr,,,,25.3055138,55.4429587,,,,Reseller,11744,11744
Quick Supermaket LLC,Quick Supermaket LLC,,,,25.299945,55.37948333,,,,Reseller,11745,11745
Quick Supermaket LLC Br. 1,Quick Supermaket LLC Br. 1,,,,25.30118667,55.37953333,,,,Reseller,11746,11746
Al Safqah Al Kubra Supermarket LLC,Al Safqah Al Kubra Supermarket LLC,,,,25.3043484,55.3789423,,,,Reseller,11747,11747
Al Mujtahid Mobiles Phone Tr LLC,Al Mujtahid Mobiles Phone Tr LLC,,,,25.35454333,55.38755833,,,,Reseller,11748,11748
Voice Arabia Mobile Phone,Voice Arabia Mobile Phone,,,,25.2990882,55.4448303,,,,Reseller,11749,11749
Smart One Electropnics LLC Shj Br,Smart One Electropnics LLC Shj Br,,,,25.29009333,55.44574333,,,,Reseller,11750,11750
Hibat Al Madinah Supermarket LLC,Hibat Al Madinah Supermarket LLC,,,,25.31346333,55.62221,,,,Reseller,11751,11751
Hibat Al Madinah Supermarket LLC Br-1,Hibat Al Madinah Supermarket LLC Br-1,,,,25.30447833,55.626315,,,,Reseller,11752,11752
Al Aslli Ladies Accessories And Toys Tr. Br-1,Al Aslli Ladies Accessories And Toys Tr. Br-1,,,,25.3403436,55.39204,,,,Reseller,11754,11754
Al Tamam Mobile Phone And Comp Device,Al Tamam Mobile Phone And Comp Device,,,,25.28798833,55.88147167,,,,Reseller,11755,11755
Blue Star Supermarket,Blue Star Supermarket,,,,25.3176722,55.3832289,,,,Reseller,11756,11756
Bahar Al Madina Supermarket LLC,Bahar Al Madina Supermarket LLC,,,,25.30868333,55.41221167,,,,Reseller,11757,11757
Big Bazaar Supermarket And Dep. Store LLC,Big Bazaar Supermarket And Dep. Store LLC,,,,25.30665833,55.62860167,,,,Reseller,11758,11758
Al Madina Hypermarket LLC,Al Madina Hypermarket LLC,,,,25.32160667,55.383995,,,,Reseller,11759,11759
Enmma Al Madinah Supermarket,Enmma Al Madinah Supermarket,,,,25.30319833,55.43517833,,,,Reseller,11760,11760
Noor Al Yash Tr LLC,Noor Al Yash Tr LLC,,,,25.30395667,55.41629667,,,,Reseller,11761,11761
Grand Xpress Supermarket,Grand Xpress Supermarket,,,,25.30271333,55.38412667,,,,Reseller,11762,11762
Al Madina Supermarket LLC?? Br -3,Al Madina Supermarket LLC??  Br -3,,,,25.35566,55.381045,,,,Reseller,11763,11763
Al Madina Express Supermarket LLC,Al Madina Express Supermarket LLC,,,,25.352705,55.38388167,,,,Reseller,11765,11765
Tareeq Al Buraq Tr,Tareeq Al Buraq Tr,,,,25.33428333,55.38917,,,,Reseller,11766,11766
Al Madina Supermarket LLC? Br -2,Al Madina Supermarket LLC?  Br -2,,,,25.3342788,55.3963952,,,,Reseller,11767,11767
Farooq Ahmed Electronic Tr.,Farooq Ahmed Electronic Tr.,,,,25.261125,55.423885,,,,Reseller,11768,11768
Dhahyat Muwaileh Mobile Phone Tr,Dhahyat Muwaileh Mobile Phone Tr,,,,25.3038573,55.6322819,,,,Reseller,11769,11769
Shemal Al Madina Supermarket. Br.1,Shemal Al Madina Supermarket. Br.1,,,,25.3294246,55.3729947,,,,Reseller,11770,11770
Al Heera Mobiles Phones Tr LLC,Al Heera Mobiles Phones Tr LLC,,,,25.2929308,55.5020102,,,,Reseller,11771,11771
Al Hedoud Super Market,Al Hedoud Super Market,,,,25.30592333,55.37678167,,,,Reseller,11772,11772
Al Maleha Trading Est,Al Maleha Trading Est,,,,25.13025167,55.88038833,,,,Reseller,11773,11773
Awwal Almadina Supermarket LLC,Awwal Almadina Supermarket LLC,,,,25.29735333,55.374265,,,,Reseller,11774,11774
Carltok Shop Ltd,Carltok Shop Ltd,,,,25.33719833,55.36173,,,,Reseller,11776,11776
Al Khan R A Supermarket,Al Khan R A Supermarket,,,,25.33411,55.362015,,,,Reseller,11777,11777
Burj Al Madina Super Market,Burj Al Madina Super Market,,,,25.343625,55.40250167,,,,Reseller,11778,11778
Madinat Dubai Elect.Devices And Mobiles Pho,Madinat Dubai Elect.Devices And Mobiles Pho,,,,25.325765,55.433205,,,,Reseller,11779,11779
Reem Al Madeena Supermarket,Reem Al Madeena Supermarket,,,,25.30031,55.38151333,,,,Reseller,11780,11780
Nawaes Al Madina Supermarket LLC Shj Br,Nawaes Al Madina Supermarket LLC Shj Br,,,,25.30432667,55.38604667,,,,Reseller,11781,11781
Bidoor Al Madeena Supermarket LLC,Bidoor Al Madeena Supermarket LLC,,,,25.3161016,55.4186433,,,,Reseller,11782,11782
Nahlath Madeena,Nahlath Madeena,,,,25.297495,55.4288,,,,Reseller,11783,11783
July? S M,July?  S M,,,,25.312905,55.39905667,,,,Reseller,11784,11784
Anif Phone,Anif Phone,,,,25.3195728,55.3856969,,,,Reseller,11785,11785
Shabab Al Madeena,Shabab Al Madeena,,,,25.3043484,55.3789423,,,,Reseller,11787,11787
Sama Al Sajja Mobiles Phone Tr.,Sama Al Sajja Mobiles Phone Tr.,,,,25.301555,55.63220833,,,,Reseller,11788,11788
Al Tareeq Al Saree Tr LLC,Al Tareeq Al Saree Tr LLC,,,,25.303095,55.41661833,,,,Reseller,11789,11789
Khaleej Adan Technology Co L L C,Khaleej Adan Technology Co L L C,,,,25.3414781,55.4107373,,,,Reseller,11790,11790
Royal Mart Supermarket LLC,Royal Mart Supermarket LLC,,,,25.3179227,55.4166979,,,,Reseller,11791,11791
Bab Al? Najat Tr,Bab Al?  Najat Tr,,,,25.30006167,55.38113,,,,Reseller,11792,11792
Bait Al Jawal Mobiles Phone,Bait Al Jawal Mobiles Phone,,,,25.29581333,55.44045,,,,Reseller,11793,11793
S F Sharjah Airport Ramla Supermarket Fz,S F Sharjah Airport Ramla Supermarket Fz,,,,25.3364,55.48878,,,,Reseller,11794,11794
Asrar Net Cafe,Asrar Net Cafe,,,,25.33418833,55.39351,,,,Reseller,11795,11795
Al Wardah Al Zarqa Mobile? Phones Tr,Al Wardah Al Zarqa Mobile?  Phones Tr,,,,25.34759333,55.398655,,,,Reseller,11796,11796
Maidan Al Sajaa Mobile Phone Tr,Maidan Al Sajaa Mobile Phone Tr,,,,25.32815167,55.37572833,,,,Reseller,11798,11798
Dar Al Aman Tr,Dar Al Aman Tr,,,,25.31443833,55.42442167,,,,Reseller,11799,11799
Al Marfaa Tr LLC,Al Marfaa Tr LLC,,,,24.91666667,55.76986167,,,,Reseller,11800,11800
Daral Marwah Supermarket,Daral Marwah Supermarket,,,,25.294505,55.426105,,,,Reseller,11801,11801
Al Jasar Super Market,Al Jasar Super Market,,,,25.3524498,55.3853088,,,,Reseller,11802,11802
Al Zahra Mobile Phone Elect Devices Tr LLC,Al Zahra Mobile Phone Elect Devices Tr LLC,,,,25.32135667,55.392185,,,,Reseller,11803,11803
Awwal Al Madina Supermarket.LLC -Br 1,Awwal Al Madina Supermarket.LLC -Br 1,,,,25.3345643,55.3761498,,,,Reseller,11804,11804
Al Madeena Super Market Br .1,Al Madeena Super Market Br .1,,,,25.346545,55.39037167,,,,Reseller,11805,11805
Al Madinatain Supermarket,Al Madinatain Supermarket,,,,25.342844,55.3940801,,,,Reseller,11806,11806
Al Madina Supermarket LLC-Br1,Al Madina Supermarket LLC-Br1,,,,25.34654667,55.39278167,,,,Reseller,11807,11807
Al Bariz Computer Tr Bh,Al Bariz Computer Tr Bh,,,,25.28451833,55.87943167,,,,Reseller,11809,11809
Al Itifaq Computer Devices And Mobile Phone,Al Itifaq Computer Devices And Mobile Phone,,,,25.3626674,55.3936412,,,,Reseller,11810,11810
Al Muhandis Mobile Phones Phone And Satellite T,Al Muhandis Mobile Phones Phone And Satellite T,,,,25.2898292,55.8820176,,,,Reseller,11811,11811
Al Qaisar Mobile Phones Tr,Al Qaisar Mobile Phones Tr,,,,25.28498,55.879685,,,,Reseller,11812,11812
Al Sajaa King Supermarket,Al Sajaa King Supermarket,,,,25.29548667,55.61001833,,,,Reseller,11813,11813
Bab Al Sajaah Mobile Phone Tr,Bab Al Sajaah Mobile Phone Tr,,,,25.33534667,55.61876667,,,,Reseller,11814,11814
Jasim Ayoun Mobiles Phone Tr,Jasim Ayoun Mobiles Phone Tr,,,,25.3505878,55.430248,,,,Reseller,11815,11815
Sout Al Madam Mobile Phone And Elect.Device,Sout Al Madam Mobile Phone And Elect.Device,,,,24.919275,55.76768333,,,,Reseller,11816,11816
Al Lulu Al Aswad Devices Mobiles Phone Tr,Al Lulu Al Aswad Devices Mobiles Phone Tr,,,,25.30138167,55.37373667,,,,Reseller,11817,11817
Anbar Al Madina Supermarket,Anbar Al Madina Supermarket,,,,25.329325,55.37482833,,,,Reseller,11818,11818
Rabiee Al Wafaa Supermarket L L C,Rabiee Al Wafaa Supermarket L L C,,,,25.29516667,55.41803,,,,Reseller,11821,11821
Shams? Al Remal Mobile Phone Tr L L C,Shams?  Al Remal Mobile Phone Tr L L C,,,,25.29558833,55.42373833,,,,Reseller,11822,11822
Al Midan Mobile Phone Trading,Al Midan Mobile Phone Trading,,,,25.28818,55.88140667,,,,Reseller,11823,11823
Tabarak Computer And Mobile Phone,Tabarak Computer And Mobile Phone,,,,25.29136667,55.44368167,,,,Reseller,11824,11824
Al Ijazah Electronics,Al Ijazah Electronics,,,,25.30181333,55.6327,,,,Reseller,11825,11825
Rouh Almadam Mobile,Rouh Almadam Mobile,,,,24.91273333,55.77762,,,,Reseller,11826,11826
Al Madar Mobile,Al Madar Mobile,,,,25.32072833,55.40026,,,,Reseller,11827,11827
Jamal Al Manama Supermarket LLC,Jamal Al Manama Supermarket LLC,,,,25.36405333,55.39924167,,,,Reseller,11828,11828
Center Phone Elctronics,Center Phone Elctronics,,,,25.2804862,55.87661,,,,Reseller,11829,11829
Asif Rasheed Mobile Phones Tr,Asif Rasheed Mobile Phones Tr,,,,25.31594333,55.41117333,,,,Reseller,11830,11830
Noor Al Jazeera Mobile Phones,Noor Al Jazeera Mobile Phones,,,,25.31687333,55.63250167,,,,Reseller,11832,11832
Kids N Us,Kids N Us,,,,25.19918333,55.26854833,,,,Reseller,11833,11833
Rana Mobile,Rana Mobile,,,,25.126685,56.336195,,,,Reseller,11834,11834
Awal Al Fajr Mobiles Phone Tr,Awal Al Fajr Mobiles Phone Tr,,,,25.3075564,55.3699399,,,,Reseller,11835,11835
Al Qualaya Mobile Phones,Al Qualaya Mobile Phones,,,,25.35331167,55.41127333,,,,Reseller,11836,11836
Istrahat Al Rolla Mobile Phone Tr LLC,Istrahat Al Rolla Mobile Phone Tr LLC,,,,25.31864833,55.39781333,,,,Reseller,11837,11837
Janoob Al Marfa Tr,Janoob Al Marfa Tr,,,,25.29665333,55.44279167,,,,Reseller,11838,11838
Qasion Mobile Phone,Qasion Mobile Phone,,,,25.3127313,55.3768453,,,,Reseller,11839,11839
Al Irshad Supermarket,Al Irshad Supermarket,,,,25.32374833,55.41746833,,,,Reseller,11840,11840
Back To Back Trading,Back To Back Trading,,,,25.30223833,55.37267333,,,,Reseller,11841,11841
Al Akhidher Mobiles Phone,Al Akhidher Mobiles Phone,,,,25.31811333,55.38187833,,,,Reseller,11843,11843
New Nesto Center,New Nesto Center,,,,25.29606167,55.44005667,,,,Reseller,11844,11844
Tasneem Mobile,Tasneem Mobile,,,,25.32509833,55.38756,,,,Reseller,11845,11845
Luluat Al Majaz S M,Luluat Al Majaz S M,,,,25.3294863,55.3908564,,,,Reseller,11846,11846
Rukin Al Sham Mobile Phone,Rukin Al Sham Mobile Phone,,,,25.34135167,55.38617833,,,,Reseller,11847,11847
Al Wajan Computer And Mobile Phones Tr,Al Wajan Computer And Mobile Phones Tr,,,,24.917099,55.7717669,,,,Reseller,11848,11848
Al Meftah Al Abyadh Mobile Phone And Elect,Al Meftah Al Abyadh Mobile Phone And Elect,,,,25.3399303,55.3933944,,,,Reseller,11849,11849
Mega Mart,Mega Mart,,,,25.2896648,55.3673847,,,,Reseller,11850,11850
Amwaj Computers,Amwaj Computers,,,,25.36246667,55.39732167,,,,Reseller,11851,11851
Best Phone Branch,Best Phone Branch,,,,25.28822833,55.88189667,,,,Reseller,11852,11852
Al Madina Al Thalitha Super Market LLC,Al Madina Al Thalitha Super Market LLC,,,,25.31006667,55.62629667,,,,Reseller,11854,11854
Santiago General Tradings,Santiago General Tradings,,,,25.3425974,55.3715537,,,,Reseller,11855,11855
Telephony Telecom Technologies,Telephony Telecom Technologies,,,,25.355466,55.3997689,,,,Reseller,11856,11856
Al Rawahil Digital Studio,Al Rawahil Digital Studio,,,,25.317935,55.398425,,,,Reseller,11857,11857
Rehanat Al Madeena Supermarket Br.,Rehanat Al Madeena Supermarket Br.,,,,25.29343,55.41384167,,,,Reseller,11858,11858
Fan Al Haya Mobile Phone,Fan Al Haya Mobile Phone,,,,25.34889667,55.39897333,,,,Reseller,11859,11859
Queen Phone,Queen Phone,,,,25.32061833,55.38567167,,,,Reseller,11860,11860
Al Taj Al Asli Tr.,Al Taj Al Asli Tr.,,,,25.32230333,55.38558167,,,,Reseller,11861,11861
Liwa Al Madeena Supermarket,Liwa Al Madeena Supermarket,,,,25.33834667,55.38774333,,,,Reseller,11862,11862
Al Tomah Supermarket,Al Tomah Supermarket,,,,25.33972333,55.38605833,,,,Reseller,11863,11863
Right Supermarket,Right Supermarket,,,,25.339989,55.3882839,,,,Reseller,11865,11865
Barakat Perfumes And Ghotar,Barakat Perfumes And Ghotar,,,,25.3385213,55.3863026,,,,Reseller,11866,11866
Martin Auto Deco,Martin Auto Deco,,,,25.36804667,55.40359833,,,,Reseller,11867,11867
Kawkab Al Sharq Comp And Mobile,Kawkab Al Sharq Comp And Mobile,,,,25.34739667,55.43400333,,,,Reseller,11868,11868
Prince Mobile,Prince Mobile,,,,25.34669667,55.39813,,,,Reseller,11869,11869
Telelink Communication,Telelink  Communication,,,,25.3057649,55.4025377,,,,Reseller,11870,11870
Khalil Ahmed Elect Devices And Mobile,Khalil Ahmed Elect Devices And Mobile,,,,25.3158982,55.4131181,,,,Reseller,11871,11871
Nasab Computer And Mobile,Nasab Computer And Mobile,,,,25.32257667,55.387515,,,,Reseller,11872,11872
Jumanah Nov And Gifts,Jumanah Nov And Gifts,,,,25.3525128,55.3902266,,,,Reseller,11873,11873
Aalam Al Etisal Mobile,Aalam Al Etisal Mobile,,,,25.306415,55.46750667,,,,Reseller,11874,11874
Al Souq Al Youmi Tr,Al Souq Al Youmi Tr,,,,25.30860667,55.41277333,,,,Reseller,11876,11876
Al Akhyar Elect,Al Akhyar Elect,,,,25.36082667,55.39035167,,,,Reseller,11877,11877
Emirates Gift Tr,Emirates Gift Tr,,,,25.35881167,55.38928833,,,,Reseller,11878,11878
Madrid Internet,Madrid Internet,,,,25.305455,55.36813,,,,Reseller,11879,11879
Loulouat Al Khaleej Mobile Phone Tr.,Loulouat Al Khaleej Mobile Phone Tr.,,,,25.34669833,55.3973,,,,Reseller,11880,11880
Al Ajmal Mobile Phone Tr.,Al Ajmal Mobile Phone Tr.,,,,25.34612667,55.3973,,,,Reseller,11881,11881
Jounieh Computer And Mobile Phone Tr.,Jounieh Computer And Mobile Phone Tr.,,,,25.29135,55.44399667,,,,Reseller,11882,11882
Sahara Computer,Sahara Computer,,,,25.292198,55.8821712,,,,Reseller,11883,11883
Hawl Al Muheet Internet,Hawl Al Muheet Internet,,,,25.32632667,55.37380667,,,,Reseller,11884,11884
Al Madina Hypermarket S,Al Madina Hypermarket S,,,,25.340864,55.4107812,,,,Reseller,11885,11885
Makyal Al Madinah S M,Makyal Al Madinah S M,,,,25.3160223,55.4195947,,,,Reseller,11887,11887
Clear Vision Computer And Mobile Tr,Clear Vision Computer And Mobile Tr,,,,25.36349833,55.39028,,,,Reseller,11888,11888
Fathima Supermarket - Sharjah,Fathima Supermarket - Sharjah,,,,25.3580127,55.3890155,,,,Reseller,11889,11889
Najmat Al Shahaba Mobile,Najmat Al Shahaba Mobile,,,,25.330975,55.62378833,,,,Reseller,11890,11890
Ashfaq Mobile Phone,Ashfaq Mobile Phone,,,,25.35832667,55.38905333,,,,Reseller,11891,11891
Rukn Al Majarah,Rukn Al Majarah,,,,25.3525524,55.3853747,,,,Reseller,11892,11892
Tareeq Al Azraq Tr,Tareeq Al Azraq Tr,,,,25.365735,55.397025,,,,Reseller,11893,11893
Hethro Mobile Shop,Hethro Mobile Shop,,,,25.4426083,55.5453228,,,,Reseller,11894,11894
Al Saree Mobile Phone Br.1,Al Saree Mobile Phone Br.1,,,,25.28394833,55.87964167,,,,Reseller,11895,11895
Al Wafi Mobile Phone,Al Wafi Mobile Phone,,,,25.34971333,55.39555167,,,,Reseller,11896,11896
Hasoobi Trading,Hasoobi Trading,,,,25.34141,55.40875667,,,,Reseller,11898,11898
Najmat Kerala Tr.LLC,Najmat Kerala Tr.LLC,,,,25.26050167,55.32877333,,,,Reseller,11899,11899
Tareeq Al Rolla Mobile,Tareeq Al Rolla Mobile,,,,25.3619199,55.3899004,,,,Reseller,11900,11900
Al Shasha Mobile Phone,Al Shasha Mobile Phone,,,,25.347645,55.40233667,,,,Reseller,11901,11901
Connect Plus Tr,Connect Plus Tr,,,,25.304965,55.417355,,,,Reseller,11902,11902
Yousif Abdul Rida Computers And Tr,Yousif Abdul Rida Computers And Tr,,,,25.36447,55.39794667,,,,Reseller,11903,11903
Ayoon Mobile Phone,Ayoon Mobile Phone,,,,25.31958,55.445985,,,,Reseller,11904,11904
Welayath Malabar Supermarket,Welayath Malabar Supermarket,,,,25.32378,55.63593333,,,,Reseller,11905,11905
Nibras Al Madinah S M,Nibras Al Madinah S M,,,,25.33620333,55.49075667,,,,Reseller,11906,11906
Al Habib Computer And Mobile,Al Habib Computer And Mobile,,,,25.31543833,55.41143333,,,,Reseller,11907,11907
